연번,시도,시군구,읍면동,우편번호,주소
334,서울,영등포구,대림3동 주민센터,7401,서울특별시 영등포구 대림로 197 (현재 신청사 건립 공사 중 / 임시청사: 영등포구 가마산로 364)
335,서울,영등포구,도림동 주민센터,7373,서울특별시 영등포구 도영로7길 10
336,서울,영등포구,문래동 주민센터,7297,서울특별시 영등포구 문래로28길 15
337,서울,영등포구,신길1동 주민센터,7356,서울특별시 영등포구 영등포로84길 24-5
338,서울,영등포구,신길3동 주민센터,7387,서울특별시 영등포구 가마산로 483
339,서울,영등포구,신길4동 주민센터,7347,서울특별시 영등포구 신길로42길 1
340,서울,영등포구,신길5동 주민센터,7398,서울특별시 영등포구 도림로 264
341,서울,영등포구,신길6동 주민센터,7430,서울특별시 영등포구 대방천로 167
342,서울,영등포구,신길7동 주민센터,7360,서울특별시 영등포구 여의대방로43길 10
343,서울,영등포구,양평1동 주민센터,7272,서울특별시 영등포구 영등포로11길 12
344,서울,영등포구,양평2동 주민센터,7208,서울특별시 영등포구 선유로47길 30
345,서울,영등포구,여의동 주민센터,7343,서울특별시 영등포구 국제금융로 124
346,서울,영등포구,영등포동 주민센터,7253,서울특별시 영등포구 양산로 232
347,서울,영등포구,영등포본동 주민센터,7307,서울특별시 영등포구 신길로61길 17
348,서울,용산구,남영동 주민센터,4335, 서울특별시 용산구 두텁바위로 25
349,서울,용산구,보광동 주민센터,4394, 서울특별시 용산구 장문로 95
350,서울,용산구,서빙고동 주민센터,4398, 서울특별시 용산구 서빙고로 279
351,서울,용산구,용문동 주민센터,4356, 서울특별시 용산구 새창로12길 13
352,서울,용산구,용산2가동 주민센터,4339, 서울특별시 용산구 신흥로 90
353,서울,용산구,원효로제1동 주민센터,4368, 서울특별시 용산구 백범로 350
354,서울,용산구,원효로제2동 주민센터,4360, 서울특별시 용산구 효창원로8길 3
355,서울,용산구,이촌제1동 주민센터,4422, 서울특별시 용산구 이촌로71길 24
356,서울,용산구,이촌제2동 주민센터,4374, 서울특별시 용산구 이촌로18길 20
357,서울,용산구,이태원제1동 주민센터,4406, 서울특별시 용산구 보광로 104-6
358,서울,용산구,이태원제2동 주민센터,4342, 서울특별시 용산구 회나무로13길 58
359,서울,용산구,청파동 주민센터,4309, 서울특별시 용산구 청파로49길 6
360,서울,용산구,한강로동 주민센터,4386, 서울특별시 용산구 한강대로38길 28
361,서울,용산구,한남동 주민센터,4400, 서울특별시 용산구 대사관로5길 1
362,서울,용산구,효창동 주민센터,4311, 서울특별시 용산구 효창원로 161
363,서울,용산구,후암동 주민센터,4331, 서울특별시 용산구 후암로 32-6
364,서울,은평구,갈현1동 주민센터,3318,서울특별시 은평구 갈현로 301
365,서울,은평구,갈현2동 주민센터,3332,서울특별시 은평구 연서로27길 31-6
366,서울,은평구,구산동 주민센터,3426,서울특별시 은평구 갈현로17길 10
367,서울,은평구,녹번동 주민센터,3384,서울특별시 은평구 은평로 195
368,서울,은평구,대조동 주민센터,3389,서울특별시 은평구 연서로20길 24-3
369,서울,은평구,불광1동 주민센터,3368,서울특별시 은평구 진흥로15길 10
370,서울,은평구,불광2동 주민센터,3338,서울특별시 은평구 연서로41길 18
371,서울,은평구,수색동 주민센터,3488,서울특별시 은평구 수색로 280
372,서울,은평구,신사1동 주민센터,3450,서울특별시 은평구 은평로2길 2
373,서울,은평구,신사2동 주민센터,3447,서울특별시 은평구 증산로15길 47
374,서울,은평구,역촌동 주민센터,3417,서울특별시 은평구 연서로 59
375,서울,은평구,응암1동 주민센터,3462,서울특별시 은평구 백련산로 179
376,서울,은평구,응암2동 주민센터,3475,서울특별시 은평구 백련산로 100
377,서울,은평구,응암3동 주민센터,3457,서울특별시 은평구 불광천길 410-17
378,서울,은평구,증산동 주민센터,3498,서울특별시 은평구 증산서길 89
379,서울,은평구,진관동 주민센터,3306,서울특별시 은평구 진관2로 31
380,서울,종로구,가회동 주민센터,3055,서울특별시 종로구 북촌로 35(가회동)
381,서울,종로구,교남동 주민센터,3166,서울특별시 종로구 송월길 154(행촌동)
382,서울,종로구,무악동 주민센터,3030,서울특별시 종로구 통일로14길 36(무악동)
383,서울,종로구,부암동 주민센터,3022,서울특별시 종로구 창의문로 145(부암동)
384,서울,종로구,사직동 주민센터,3176,서울특별시 종로구 경희궁1길 15(신문로2가)
385,서울,종로구,삼청동 주민센터,3049,서울특별시 종로구 삼청로 107(삼청동)
386,서울,종로구,숭인제1동 주민센터,3108,서울특별시 종로구 지봉로 86(숭인동)
387,서울,종로구,숭인제2동 주민센터,3112,서울특별시 종로구 종로65길 10(숭인동)
388,서울,종로구,이화동 주민센터,3087,서울특별시 종로구 이화장길 33(이화동)
389,서울,종로구,종로1·2·3·4가동 주민센터,3132,서울특별시 종로구 삼일대로30길 47(익선동)
390,서울,종로구,종로5·6가동 주민센터,3126,서울특별시 종로구 종로35가길 19(효제동)
391,서울,종로구,창신제1동 주민센터,3118,서울특별시 종로구 지봉로 8-6(창신동)
392,서울,종로구,창신제2동 주민센터,3102,서울특별시 종로구 창신길 62(창신동)
393,서울,종로구,창신제3동 주민센터,3095,서울특별시 종로구 지봉로 87(창신동)
394,서울,종로구,청운효자동 주민센터,3047,서울특별시 종로구 자하문로 92(궁정동)
395,서울,종로구,평창동 주민센터,3009,서울특별시 종로구 평창문화로 65(평창동)
396,서울,종로구,혜화동 주민센터,3076,서울특별시 종로구 혜화로 12(혜화동)
397,서울,중구,광희동 주민센터,4560,서울특별시 중구 퇴계로 303-9 
398,서울,중구,다산동 주민센터,4604,서울특별시 중구 동호로15길 50 
399,서울,중구,동화동 주민센터,4587,서울특별시 중구 다산로36길 100
400,서울,중구,명동 주민센터,4529,서울특별시 중구 퇴계로20길 3 
401,서울,중구,소공동 주민센터,4526,서울특별시 중구 남대문로1길 31-5
402,서울,중구,신당5동 주민센터,4578,서울특별시 중구 다산로44길 85
403,서울,중구,신당동 주민센터,4610,서울특별시 중구 다산로33길 3 신당누리센터 3층
404,서울,중구,약수동 주민센터,4597,서울특별시 중구 다산로 92
405,서울,중구,을지로동 주민센터,4543,서울특별시 중구 을지로 117 
406,서울,중구,장충동 주민센터,4606,서울특별시 중구 서울특별시 중구 장충단로8길 22 
407,서울,중구,중림동 주민센터,4500,서울특별시 중구 만리재로 175 
408,서울,중구,청구동 주민센터,4591,서울특별시 중구 청구로3길 55 
409,서울,중구,필동 주민센터,4626,서울특별시 중구 퇴계로36길 42 
410,서울,중구,황학동 주민센터,4575,서울특별시 중구 황학동 난계로11길 52 
411,서울,중구,회현동 주민센터,4635,서울특별시 중구 퇴계로8길 46
412,서울,중랑구,망우3동 주민센터,2175,서울특별시 중랑구 겸재로61길 40
413,서울,중랑구,망우본동 주민센터,2059,서울특별시 중랑구 망우로67길 10
414,서울,중랑구,면목2동 주민센터,2130,서울특별시 중랑구 동일로101길 20-15
415,서울,중랑구,면목3·8동 주민센터,2221,서울특별시 중랑구 사가정로51길 48
416,서울,중랑구,면목4동 주민센터,2254,서울특별시 중랑구 면목로 246
417,서울,중랑구,면목5동 주민센터,2231,서울특별시 중랑구 동일로 619
418,서울,중랑구,면목7동 주민센터,2252,서울특별시 중랑구 면목로36길 4
419,서울,중랑구,면목본동 주민센터,2219,서울특별시 중랑구 면목로 397
420,서울,중랑구,묵1동 주민센터,2034,서울특별시 중랑구 공릉로2가길 5
421,서울,중랑구,묵2동 주민센터,2008,서울특별시 중랑구 중랑역로 181
422,서울,중랑구,상봉1동 주민센터,2091,서울특별시 중랑구 상봉중앙로1길 6
423,서울,중랑구,상봉2동 주민센터,2139,서울특별시 중랑구 동일로114길 10
424,서울,중랑구,신내1동 주민센터,2068,서울특별시 중랑구 용마산로129나길 35
425,서울,중랑구,신내2동 주민센터,2076,서울특별시 중랑구 봉화산로 190
426,서울,중랑구,중화1동 주민센터,2088,서울특별시 중랑구 동일로134길 17
427,서울,중랑구,중화2동 주민센터,2016,서울특별시 중랑구 봉화산로 27
428,부산,강서구,가덕도동 행정복지센터,46769,부산광역시 강서구 동선길 10
429,부산,강서구,가락동 행정복지센터,46707,부산광역시 강서구 가락대로 1476
430,부산,강서구,강동동 행정복지센터,46706,부산광역시 강서구 제도로 1171
431,부산,강서구,녹산동 행정복지센터,46727,부산광역시 강서구 가락대로900번가길 32
432,부산,강서구,대저1동 행정복지센터,46702,부산광역시 강서구 대저로221번길 19
433,부산,강서구,대저2동 행정복지센터,46720,부산광역시 강서구 공항로811번가길 30-1
434,부산,강서구,명지1동 행정복지센터,46724,부산광역시 강서구 명지국제8로 131
435,부산,강서구,명지2동 행정복지센터,46762,부산광역시 강서구 명지오션시티11로 35
436,부산,강서구,신호동 행정복지센터,46759,부산광역시 강서구 신호산단4로 56
437,부산,금정구,구서1동 행정복지센터,46242,부산광역시 금정구 수림로72번길 123
438,부산,금정구,구서2동 행정복지센터,46229,부산광역시 금정구 금강로 584
439,부산,금정구,금사회동동 행정복지센터,46264,부산광역시 금정구 금사로 85번길 2
440,부산,금정구,금성동 행정복지센터,46237,부산광역시 금정구 산성로 452
441,부산,금정구,남산동 행정복지센터,46219,부산광역시 금정구 중앙대로2097번길 4
442,부산,금정구,부곡1동 행정복지센터,46305,부산광역시 금정구 동부곡로6번길 29
443,부산,금정구,부곡2동 행정복지센터,46270,"부산광역시 금정구 동부곡로15번길 76, 상가1층"
444,부산,금정구,부곡3동 행정복지센터,46266,부산광역시 금정구 기찰로 107
445,부산,금정구,부곡4동 행정복지센터,46310,부산광역시 금정구 부곡로18번안길 37
446,부산,금정구,서1동 행정복지센터,46318,부산광역시 금정구 서부로69번길 17
447,부산,금정구,서2동 행정복지센터,46327,부산광역시 금정구 서동중심로 33
448,부산,금정구,서3동 행정복지센터,46317,부산광역시 금정구 서곡로33번길 9
449,부산,금정구,선두구동 행정복지센터,46208,부산광역시 금정구 두구죽전1길 13
450,부산,금정구,장전1동 행정복지센터,46281,부산광역시 금정구 수림로71번길 36
451,부산,금정구,장전2동 행정복지센터,46296,부산광역시 금정구 소정로 19
452,부산,금정구,청룡노포동 행정복지센터,46218,부산광역시 금정구 청룡로 25
453,부산,남구,감만1동 행정복지센터,48556,부산광역시 남구 우암로 71-7
454,부산,남구,감만2동 행정복지센터,48541,부산광역시 남구 석포로 32-1
455,부산,남구,대연1동 행정복지센터,48494,부산광역시 남구 유엔평화로 24
456,부산,남구,대연3동 행정복지센터,48432,"부산광역시 남구 수영로 345(대연동, 대연힐스테이트푸르지오 상가동 1층118호, 2층 216호)"
457,부산,남구,대연4동 행정복지센터,48485,부산광역시 남구 석포로91번길 96
458,부산,남구,대연5동 행정복지센터,48437,부산광역시 남구 진남로46번길 7
459,부산,남구,대연6동 행정복지센터,48453,부산광역시 남구 못골로 13
460,부산,남구,문현1동 행정복지센터,48416,부산광역시 남구 고동골로60번길 1
461,부산,남구,문현2동 행정복지센터,48404,부산광역시 남구 전포대로92번길 31-7
462,부산,남구,문현3동 행정복지센터,48419,부산광역시 남구 고동골로4번길 7-18
463,부산,남구,문현4동 행정복지센터,48456,"부산광역시 남구 수영로 12, 3층"
464,부산,남구,용당동 행정복지센터,48560,부산광역시 남구 신선로 396
